01-10-2021 09:59:36 Se inicia el registro: logRestHopu
01-10-2021 13:53:07 Se graban todos los datos correctamente
01-10-2021 13:53:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:53:37 Se graban todos los datos correctamente
01-10-2021 13:53:38 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:53:38 Se graban todos los datos correctamente
01-10-2021 13:54:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:54:07 Se graban todos los datos correctamente
01-10-2021 13:54:17 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:54:17 Se graban todos los datos correctamente
01-10-2021 13:54:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:54:37 Se graban todos los datos correctamente
01-10-2021 13:54:56 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:54:56 Se graban todos los datos correctamente
01-10-2021 13:55:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:55:07 Se graban todos los datos correctamente
01-10-2021 13:55:35 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:55:36 Se graban todos los datos correctamente
01-10-2021 13:55:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:55:37 Se graban todos los datos correctamente
01-10-2021 13:56:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:56:07 Se graban todos los datos correctamente
01-10-2021 13:56:14 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:56:14 Se graban todos los datos correctamente
01-10-2021 13:56:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:56:37 Se graban todos los datos correctamente
01-10-2021 13:56:53 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:56:53 Se graban todos los datos correctamente
01-10-2021 13:57:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:57:07 Se graban todos los datos correctamente
01-10-2021 13:57:32 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:57:32 Se graban todos los datos correctamente
01-10-2021 13:57:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:57:37 Se graban todos los datos correctamente
01-10-2021 13:58:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:58:07 Se graban todos los datos correctamente
01-10-2021 13:58:11 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:58:11 Se graban todos los datos correctamente
01-10-2021 13:58:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:58:37 Se graban todos los datos correctamente
01-10-2021 13:58:50 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:58:50 Se graban todos los datos correctamente
01-10-2021 13:59:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:59:07 Se graban todos los datos correctamente
01-10-2021 13:59:29 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:59:29 Se graban todos los datos correctamente
01-10-2021 13:59:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 13:59:37 Se graban todos los datos correctamente
01-10-2021 14:00:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:00:07 Se graban todos los datos correctamente
01-10-2021 14:00:08 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:00:08 Se graban todos los datos correctamente
01-10-2021 14:00:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:00:37 Se graban todos los datos correctamente
01-10-2021 14:00:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:00:47 Se graban todos los datos correctamente
01-10-2021 14:01:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:01:07 Se graban todos los datos correctamente
01-10-2021 14:01:26 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:01:26 Se graban todos los datos correctamente
01-10-2021 14:01:38 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:01:38 Se graban todos los datos correctamente
01-10-2021 14:02:05 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:02:05 Se graban todos los datos correctamente
01-10-2021 14:02:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:02:07 Se graban todos los datos correctamente
01-10-2021 14:02:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:02:37 Se graban todos los datos correctamente
01-10-2021 14:02:44 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:02:44 Se graban todos los datos correctamente
01-10-2021 14:03:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:03:07 Se graban todos los datos correctamente
01-10-2021 14:03:23 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:03:23 Se graban todos los datos correctamente
01-10-2021 14:03:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:03:37 Se graban todos los datos correctamente
01-10-2021 14:04:02 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:04:02 Se graban todos los datos correctamente
01-10-2021 14:04:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:04:07 Se graban todos los datos correctamente
01-10-2021 14:04:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:04:37 Se graban todos los datos correctamente
01-10-2021 14:04:41 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:04:41 Se graban todos los datos correctamente
01-10-2021 14:05:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:05:07 Se graban todos los datos correctamente
01-10-2021 14:05:20 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:05:20 Se graban todos los datos correctamente
01-10-2021 14:05:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:05:37 Se graban todos los datos correctamente
01-10-2021 14:05:59 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:05:59 Se graban todos los datos correctamente
01-10-2021 14:06:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:06:07 Se graban todos los datos correctamente
01-10-2021 14:06:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:06:37 Se graban todos los datos correctamente
01-10-2021 14:06:38 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:06:38 Se graban todos los datos correctamente
01-10-2021 14:07:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:07:07 Se graban todos los datos correctamente
01-10-2021 14:07:17 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:07:17 Se graban todos los datos correctamente
01-10-2021 14:07:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:07:37 Se graban todos los datos correctamente
01-10-2021 14:07:56 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:07:56 Se graban todos los datos correctamente
01-10-2021 14:08:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:08:07 Se graban todos los datos correctamente
01-10-2021 14:08:35 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:08:35 Se graban todos los datos correctamente
01-10-2021 14:08:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:08:37 Se graban todos los datos correctamente
01-10-2021 14:09:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:09:07 Se graban todos los datos correctamente
01-10-2021 14:09:14 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:09:14 Se graban todos los datos correctamente
01-10-2021 14:09:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:09:37 Se graban todos los datos correctamente
01-10-2021 14:09:53 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:09:53 Se graban todos los datos correctamente
01-10-2021 14:10:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:10:07 Se graban todos los datos correctamente
01-10-2021 14:10:32 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:10:32 Se graban todos los datos correctamente
01-10-2021 14:10:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:10:37 Se graban todos los datos correctamente
01-10-2021 14:11:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:11:07 Se graban todos los datos correctamente
01-10-2021 14:11:11 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:11:11 Se graban todos los datos correctamente
01-10-2021 14:11:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:11:37 Se graban todos los datos correctamente
01-10-2021 14:11:50 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:11:50 Se graban todos los datos correctamente
01-10-2021 14:12:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:12:07 Se graban todos los datos correctamente
01-10-2021 14:12:29 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:12:29 Se graban todos los datos correctamente
01-10-2021 14:12:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:12:37 Se graban todos los datos correctamente
01-10-2021 14:13:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:13:07 Se graban todos los datos correctamente
01-10-2021 14:13:08 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:13:08 Se graban todos los datos correctamente
01-10-2021 14:13:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:13:37 Se graban todos los datos correctamente
01-10-2021 14:14:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:14:07 Se graban todos los datos correctamente
01-10-2021 14:14:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:14:37 Se graban todos los datos correctamente
01-10-2021 14:14:49 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:14:49 Se graban todos los datos correctamente
01-10-2021 14:15:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:15:07 Se graban todos los datos correctamente
01-10-2021 14:15:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:15:28 Se graban todos los datos correctamente
01-10-2021 14:15:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:15:37 Se graban todos los datos correctamente
01-10-2021 14:16:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:16:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:16:07 Se graban todos los datos correctamente
01-10-2021 14:16:07 Se graban todos los datos correctamente
01-10-2021 14:16:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:16:37 Se graban todos los datos correctamente
01-10-2021 14:16:45 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:16:46 Se graban todos los datos correctamente
01-10-2021 14:17:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:17:07 Se graban todos los datos correctamente
01-10-2021 14:17:24 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:17:25 Se graban todos los datos correctamente
01-10-2021 14:17:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:17:37 Se graban todos los datos correctamente
01-10-2021 14:18:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:18:07 Se graban todos los datos correctamente
01-10-2021 14:18:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:18:37 Se graban todos los datos correctamente
01-10-2021 14:19:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:19:07 Se graban todos los datos correctamente
01-10-2021 14:19:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:19:37 Se graban todos los datos correctamente
01-10-2021 14:20:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:20:07 Se graban todos los datos correctamente
01-10-2021 14:20:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:20:37 Se graban todos los datos correctamente
01-10-2021 14:20:44 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:20:44 Se graban todos los datos correctamente
01-10-2021 14:21:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:21:07 Se graban todos los datos correctamente
01-10-2021 14:21:23 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:21:24 Se graban todos los datos correctamente
01-10-2021 14:21:26 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:21:26 Se graban todos los datos correctamente
01-10-2021 14:21:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:21:27 Se graban todos los datos correctamente
01-10-2021 14:21:28 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:21:28 Se graban todos los datos correctamente
01-10-2021 14:21:29 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:21:29 Se graban todos los datos correctamente
01-10-2021 14:21:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:21:37 Se graban todos los datos correctamente
01-10-2021 14:21:57 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:21:58 Se graban todos los datos correctamente
01-10-2021 14:22:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:22:07 Se graban todos los datos correctamente
01-10-2021 14:22:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:22:37 Se graban todos los datos correctamente
01-10-2021 14:23:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:23:07 Se graban todos los datos correctamente
01-10-2021 14:23:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:23:37 Se graban todos los datos correctamente
01-10-2021 14:24:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:24:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:24:07 Se graban todos los datos correctamente
01-10-2021 14:24:07 Se graban todos los datos correctamente
01-10-2021 14:24:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:24:37 Se graban todos los datos correctamente
01-10-2021 14:24:45 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:24:45 Se graban todos los datos correctamente
01-10-2021 14:25:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:25:07 Se graban todos los datos correctamente
01-10-2021 14:25:24 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:25:24 Se graban todos los datos correctamente
01-10-2021 14:25:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:25:37 Se graban todos los datos correctamente
01-10-2021 14:26:03 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:26:03 Se graban todos los datos correctamente
01-10-2021 14:26:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 14:26:07 Se graban todos los datos correctamente
